TransactionAmount,TransactionDate,TransactionType,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,days_since_last,TransactionType_enc,Channel_enc,anomaly,anomaly_score,reasons
13.16,2023-05-01 17:36:10,Debit,Branch,98,1,1019.46,2024-11-04 08:10:30,17,0,553,1,1,1,0.14598354504792782,[]
167.92,2023-06-26 17:54:14,Debit,ATM,136,2,14321.73,2024-11-04 08:08:14,17,0,497,1,0,1,0.007418002424582126,[]
73.01,2023-05-09 17:02:28,Debit,ATM,101,1,2833.12,2024-11-04 08:09:48,17,1,545,1,0,1,0.13534056906601494,[]
201.5,2023-07-14 18:11:41,Credit,Online,196,1,12148.32,2024-11-04 08:08:48,18,4,479,0,2,-1,-0.005037929320819146,['Statistical outlier across multiple factors']
150.3,2023-08-07 17:25:53,Debit,Online,204,1,14371.08,2024-11-04 08:08:30,17,0,455,1,2,1,0.06096314237216427,[]
23.7,2023-10-26 17:51:32,Debit,ATM,32,1,7947.44,2024-11-04 08:11:44,17,3,375,1,0,1,0.09417234050914408,[]
49.59,2023-08-25 16:45:20,Debit,Branch,147,1,6037.03,2024-11-04 08:09:56,16,4,437,1,1,1,0.11715264214785209,[]
720.13,2023-02-14 17:58:31,Credit,ATM,96,1,387.02,2024-11-04 08:07:31,17,1,629,0,0,1,0.029858953680968248,[]
134.92,2023-10-31 16:46:18,Debit,Online,101,1,1081.97,2024-11-04 08:09:40,16,1,370,1,2,1,0.13165321608387953,[]
116.97,2023-07-12 16:52:54,Debit,ATM,299,1,729.7,2024-11-04 08:08:24,16,2,481,1,0,1,0.07945511141787587,[]
11.06,2023-11-01 17:59:04,Debit,ATM,13,3,2782.21,2024-11-04 08:07:08,17,2,369,1,0,1,0.021101237877086954,[]
88.29,2023-01-20 16:46:06,Credit,Online,287,1,5245.93,2024-11-04 08:09:17,16,4,654,0,2,-1,-0.019349906726753963,['Unusually long transaction duration']
5.81,2023-06-23 17:36:28,Debit,ATM,222,1,1290.95,2024-11-04 08:08:02,17,4,500,1,0,1,0.08888485827031317,[]
103.48,2023-01-30 16:04:17,Debit,ATM,33,1,6494.25,2024-11-04 08:09:34,16,0,644,1,0,1,0.11014157206824532,[]
156.74,2023-02-24 18:22:31,Debit,ATM,136,1,4004.35,2024-11-04 08:08:30,18,4,619,1,0,1,0.06206713503994443,[]
505.14,2023-01-03 17:33:54,Debit,ATM,179,1,2525.47,2024-11-04 08:11:16,17,1,671,1,0,1,0.08154631133234913,[]
31.06,2023-11-20 16:59:13,Debit,ATM,61,1,11014.25,2024-11-04 08:07:24,16,0,350,1,0,1,0.0960968755947772,[]
7.61,2023-09-21 18:13:38,Debit,ATM,163,1,6275.0,2024-11-04 08:08:10,18,3,410,1,0,1,0.07627867774422004,[]
276.16,2023-02-13 16:14:17,Credit,ATM,71,1,1733.34,2024-11-04 08:11:57,16,0,630,0,0,1,0.053487514092696586,[]
145.77,2023-04-05 16:08:13,Debit,ATM,237,1,5294.98,2024-11-04 08:11:25,16,2,579,1,0,1,0.11184419161647152,[]
369.44,2023-11-20 17:11:02,Debit,Online,19,1,5018.67,2024-11-04 08:08:32,17,0,350,1,2,1,0.0897683822950413,[]
558.86,2023-03-15 17:27:37,Debit,ATM,95,1,9844.32,2024-11-04 08:11:19,17,2,600,1,0,1,0.09980772278073302,[]
429.15,2023-03-09 16:21:09,Debit,Branch,218,1,712.13,2024-11-04 08:11:30,16,3,606,1,1,1,0.09524594158598387,[]
36.74,2023-02-06 17:21:37,Debit,Branch,133,1,6217.58,2024-11-04 08:07:57,17,0,637,1,1,1,0.1271918333010298,[]
79.14,2023-04-12 17:21:31,Credit,Online,22,1,2229.56,2024-11-04 08:08:52,17,2,572,0,2,1,0.0560676901565339,[]
132.48,2023-08-09 18:38:49,Debit,Branch,101,1,9313.05,2024-11-04 08:07:12,18,2,453,1,1,1,0.09632036038399827,[]
136.48,2023-08-14 16:46:26,Debit,Online,138,4,4618.53,2024-11-04 08:09:36,16,0,448,1,2,1,0.023176692579612967,[]
203.76,2023-10-02 16:33:09,Debit,Branch,37,1,6747.16,2024-11-04 08:09:45,16,0,399,1,1,1,0.1553377754069183,[]
750.95,2023-09-08 18:16:31,Debit,Branch,27,1,5134.37,2024-11-04 08:11:09,18,4,423,1,1,1,0.04159576625295636,[]
0.84,2024-01-01 16:45:56,Debit,ATM,31,1,2207.54,2024-11-04 08:07:14,16,0,308,1,0,1,0.09110629576737683,[]
257.18,2023-07-10 17:00:03,Debit,Online,28,1,13336.15,2024-11-04 08:10:15,17,0,483,1,2,1,0.07279378514956858,[]
767.66,2023-05-08 17:44:34,Debit,ATM,155,1,1801.69,2024-11-04 08:12:04,17,0,546,1,0,1,0.10852750293751928,[]
182.29,2023-05-10 16:55:57,Debit,Online,123,1,522.39,2024-11-04 08:08:24,16,2,544,1,2,1,0.12587958481328465,[]
184.51,2023-09-04 16:34:53,Credit,Online,118,1,9381.64,2024-11-04 08:09:30,16,0,427,0,2,1,0.08215257100823292,[]
451.31,2023-12-04 16:57:39,Debit,ATM,166,5,2963.29,2024-11-04 08:07:38,16,0,336,1,0,-1,-0.017519507464639705,['High login attempts (5)']
144.1,2023-07-07 17:24:42,Debit,Branch,30,1,11523.64,2024-11-04 08:10:03,17,4,486,1,1,1,0.07178214674413141,[]
72.5,2023-04-10 17:48:18,Debit,ATM,30,1,12723.62,2024-11-04 08:11:48,17,0,574,1,0,1,0.07047914217903073,[]
74.11,2023-09-08 16:09:45,Credit,Online,71,4,3920.11,2024-11-04 08:08:28,16,4,423,0,2,-1,-0.043015617486850566,['High login attempts (4)']
22.15,2023-05-03 16:26:08,Debit,Branch,73,1,7451.83,2024-11-04 08:11:03,16,2,551,1,1,1,0.14468844051488167,[]
777.92,2023-06-12 18:56:58,Debit,Branch,97,1,7061.58,2024-11-04 08:09:32,18,0,511,1,1,1,0.08941203853663038,[]
790.07,2023-05-26 17:32:29,Debit,Online,197,1,985.77,2024-11-04 08:10:46,17,4,528,1,2,1,0.04397293344658437,[]
406.33,2023-10-02 16:41:51,Credit,Branch,103,1,4298.34,2024-11-04 08:07:41,16,0,399,0,1,1,0.10648953153765878,[]
767.41,2023-09-07 16:28:19,Debit,ATM,27,1,12799.34,2024-11-04 08:08:55,16,3,424,1,0,1,0.03670097845249398,[]
4.58,2023-10-19 16:13:30,Credit,Online,135,1,811.24,2024-11-04 08:06:26,16,3,382,0,2,1,0.04759693257519304,[]
447.83,2023-08-15 16:22:06,Credit,Branch,88,1,13273.08,2024-11-04 08:07:29,16,1,447,0,1,1,0.06054738121057257,[]
49.67,2023-02-20 18:48:52,Debit,Online,146,1,842.94,2024-11-04 08:08:23,18,0,623,1,2,1,0.06159099334472928,[]
77.83,2023-12-27 16:40:01,Credit,Branch,146,1,2471.53,2024-11-04 08:10:31,16,2,313,0,1,1,0.06989038141794568,[]
702.87,2023-06-07 17:06:21,Debit,ATM,184,1,1237.5,2024-11-04 08:11:14,17,2,516,1,0,1,0.10130748540207912,[]
133.56,2023-01-24 18:43:06,Debit,Online,177,1,783.83,2024-11-04 08:06:58,18,1,650,1,2,1,0.04666729474310949,[]
868.05,2023-01-12 16:35:36,Credit,Online,119,1,3931.03,2024-11-04 08:09:57,16,3,662,0,2,-1,-0.007701348637960237,['Statistical outlier across multiple factors']
52.87,2023-03-31 17:25:22,Debit,Branch,70,1,960.96,2024-11-04 08:11:49,17,4,584,1,1,1,0.10779539722776038,[]
179.0,2023-09-06 16:01:35,Debit,ATM,121,1,7310.88,2024-11-04 08:10:18,16,2,425,1,0,1,0.14470244107117886,[]
1168.26,2023-06-12 16:25:21,Credit,Online,37,1,1385.74,2024-11-04 08:09:53,16,0,511,0,2,1,0.0031021389820429235,[]
384.11,2023-05-15 16:35:43,Debit,ATM,12,1,7902.52,2024-11-04 08:06:36,16,0,539,1,0,1,0.10985246148532213,[]
227.61,2023-08-07 16:16:26,Debit,Online,61,1,4405.28,2024-11-04 08:07:41,16,0,455,1,2,1,0.1446504840609773,[]
40.83,2023-08-16 16:40:51,Debit,ATM,24,1,3944.12,2024-11-04 08:12:04,16,2,446,1,0,1,0.13794901846756513,[]
19.76,2023-03-31 17:50:09,Debit,ATM,240,1,1523.04,2024-11-04 08:10:08,17,4,584,1,0,1,0.07012347823021636,[]
484.24,2023-05-29 16:40:15,Debit,Branch,77,1,8042.3,2024-11-04 08:06:44,16,0,525,1,1,1,0.14411317618541497,[]
494.66,2023-06-19 16:59:35,Debit,Online,110,1,5531.93,2024-11-04 08:06:25,16,0,504,1,2,1,0.13619089292712633,[]
301.47,2023-01-26 16:13:15,Debit,Branch,291,1,560.73,2024-11-04 08:09:25,16,3,648,1,1,1,0.04946405750826721,[]
199.09,2023-05-19 16:54:16,Debit,Online,89,1,1658.52,2024-11-04 08:08:46,16,4,535,1,2,1,0.10291498420341472,[]
38.95,2023-10-18 16:44:17,Debit,Online,50,1,731.52,2024-11-04 08:08:49,16,2,383,1,2,1,0.11352989759382559,[]
515.94,2023-12-22 16:42:33,Debit,ATM,37,1,1389.89,2024-11-04 08:11:10,16,4,318,1,0,1,0.06192427873829098,[]
41.93,2023-02-13 16:44:18,Debit,ATM,136,1,5081.26,2024-11-04 08:06:24,16,0,630,1,0,1,0.12456236417953376,[]
137.84,2023-11-13 16:03:01,Debit,ATM,83,1,1000.35,2024-11-04 08:09:26,16,0,357,1,0,1,0.132653061579055,[]
95.35,2023-07-26 16:27:19,Debit,Online,131,1,1639.9,2024-11-04 08:07:22,16,2,467,1,2,1,0.13507927641637407,[]
93.14,2023-01-02 16:47:11,Debit,Online,151,1,5473.82,2024-11-04 08:07:53,16,0,672,1,2,1,0.09646666576124047,[]
1427.71,2023-01-24 17:26:34,Debit,Branch,159,1,1729.26,2024-11-04 08:09:30,17,1,650,1,1,1,0.012289356985662359,[]
79.33,2023-12-06 16:10:00,Credit,Online,109,1,14798.1,2024-11-04 08:07:06,16,2,334,0,2,1,0.0142049918487962,[]
76.89,2023-05-10 17:49:57,Debit,ATM,132,1,7374.26,2024-11-04 08:10:31,17,2,544,1,0,1,0.13718594811297624,[]
233.71,2023-03-13 17:30:20,Debit,Online,297,1,1231.98,2024-11-04 08:12:09,17,0,602,1,2,1,0.08132536648397332,[]
14.92,2023-05-22 16:51:28,Debit,Branch,120,1,6611.26,2024-11-04 08:07:33,16,0,532,1,1,1,0.154654157557294,[]
242.17,2023-06-08 16:28:29,Debit,ATM,147,1,883.72,2024-11-04 08:10:41,16,3,515,1,0,1,0.12845310223373008,[]
122.98,2023-07-24 16:15:58,Debit,Online,228,1,5055.99,2024-11-04 08:09:50,16,0,469,1,2,1,0.13442630421175555,[]
129.35,2023-08-28 16:31:48,Debit,ATM,130,1,7166.88,2024-11-04 08:09:41,16,0,434,1,0,1,0.14561006665767323,[]
138.33,2023-07-07 17:58:29,Debit,Online,69,1,232.56,2024-11-04 08:09:17,17,4,486,1,2,1,0.08776326343786772,[]
39.31,2023-10-30 17:24:55,Debit,Online,178,1,1236.38,2024-11-04 08:06:47,17,0,371,1,2,1,0.11506017647708638,[]
91.85,2023-10-16 16:50:31,Debit,Online,148,1,802.09,2024-11-04 08:12:14,16,0,385,1,2,1,0.13494415806027166,[]
277.7,2023-06-22 16:38:46,Debit,Branch,107,1,1423.2,2024-11-04 08:11:43,16,3,501,1,1,1,0.14127266418389095,[]
114.03,2023-11-24 16:30:21,Debit,ATM,172,1,13388.56,2024-11-04 08:11:42,16,4,346,1,0,1,0.04009143562208495,[]
302.63,2023-02-28 17:24:26,Credit,Branch,10,1,2801.28,2024-11-04 08:07:17,17,1,615,0,1,1,0.06676377835427927,[]
31.19,2023-04-25 16:23:59,Debit,ATM,74,1,5545.96,2024-11-04 08:09:33,16,1,559,1,0,1,0.13924369689273774,[]
112.91,2023-11-15 18:04:22,Credit,Online,135,1,4764.48,2024-11-04 08:09:36,18,2,355,0,2,1,0.031038382513236873,[]
742.26,2023-06-20 17:04:02,Debit,Online,36,1,7868.19,2024-11-04 08:10:01,17,1,503,1,2,1,0.09180827675501546,[]
256.8,2023-02-24 16:49:51,Debit,ATM,80,1,1128.38,2024-11-04 08:09:22,16,4,619,1,0,1,0.08746909111471368,[]
378.68,2023-01-06 17:23:59,Debit,ATM,239,1,7627.04,2024-11-04 08:07:11,17,4,668,1,0,1,0.04521122780206932,[]
571.93,2023-09-20 17:44:37,Debit,Online,119,1,4026.03,2024-11-04 08:06:42,17,2,411,1,2,1,0.1210604089013349,[]
26.31,2023-08-11 16:38:16,Credit,Online,163,1,7095.76,2024-11-04 08:06:54,16,4,451,0,2,1,0.04521557231461881,[]
205.58,2023-08-16 17:49:13,Debit,Online,159,1,1501.95,2024-11-04 08:07:55,17,2,446,1,2,1,0.12404925435630282,[]
533.61,2023-12-20 16:17:11,Debit,Online,115,1,3656.93,2024-11-04 08:11:43,16,2,320,1,2,1,0.09402428037370564,[]
428.62,2023-06-05 16:02:04,Debit,Branch,72,1,3473.24,2024-11-04 08:10:24,16,0,518,1,1,1,0.15377770442291488,[]
361.22,2023-04-17 17:58:55,Debit,ATM,167,1,7061.73,2024-11-04 08:10:24,17,0,567,1,0,1,0.13075137435409862,[]
837.29,2023-11-27 16:14:25,Debit,Branch,216,1,6012.67,2024-11-04 08:07:12,16,0,343,1,1,1,0.07984814538917318,[]
117.25,2023-04-03 16:35:30,Credit,Online,73,1,13694.68,2024-11-04 08:08:29,16,0,581,0,2,1,0.04251984566164868,[]
135.27,2023-08-10 16:16:41,Debit,ATM,131,1,9410.51,2024-11-04 08:09:32,16,3,452,1,0,1,0.11528261781895627,[]
185.1,2023-08-08 16:21:01,Debit,Branch,23,1,6115.63,2024-11-04 08:10:41,16,1,454,1,1,1,0.141048024217111,[]
113.54,2023-09-22 16:42:46,Debit,Online,273,1,5581.21,2024-11-04 08:08:45,16,4,409,1,2,1,0.05733678756537708,[]
354.96,2023-11-29 16:27:38,Debit,Online,96,1,6712.94,2024-11-04 08:08:19,16,2,341,1,2,1,0.11350427285855746,[]
224.22,2023-01-23 18:45:00,Debit,Branch,37,1,8400.87,2024-11-04 08:12:18,18,0,651,1,1,1,0.07153653400784377,[]
737.1,2023-07-19 16:11:01,Debit,ATM,92,1,4644.19,2024-11-04 08:11:08,16,2,474,1,0,1,0.10773928450184483,[]
223.22,2023-07-17 16:20:27,Debit,ATM,96,1,1734.22,2024-11-04 08:08:15,16,0,476,1,0,1,0.1574760544769876,[]
557.26,2023-10-04 17:06:57,Debit,ATM,53,1,5237.12,2024-11-04 08:09:49,17,2,397,1,0,1,0.12334117817415713,[]
1496.57,2023-02-27 16:18:28,Debit,Online,95,1,969.06,2024-11-04 08:06:37,16,0,616,1,2,1,0.012943193146592868,[]
27.44,2023-11-06 17:23:43,Debit,ATM,164,1,5950.48,2024-11-04 08:08:43,17,0,364,1,0,1,0.11887830549359052,[]
310.09,2023-11-24 16:49:29,Debit,Branch,166,1,9962.5,2024-11-04 08:10:52,16,4,346,1,1,1,0.06926376409627721,[]
80.38,2023-03-06 16:25:52,Debit,Online,116,1,9662.88,2024-11-04 08:09:54,16,0,609,1,2,1,0.10609258541355182,[]
26.1,2023-12-01 17:45:05,Credit,Branch,115,1,5243.0,2024-11-04 08:10:24,17,4,339,0,1,1,0.03324327486795908,[]
845.14,2023-01-09 16:21:35,Credit,Branch,183,1,1702.65,2024-11-04 08:11:10,16,0,665,0,1,1,0.008615980842091586,[]
59.73,2023-05-22 16:38:39,Debit,ATM,56,1,800.93,2024-11-04 08:10:10,16,0,532,1,0,1,0.14435239276764777,[]
758.77,2023-06-23 16:12:15,Debit,ATM,114,1,7231.47,2024-11-04 08:08:24,16,4,500,1,0,1,0.08319988377380333,[]
301.51,2023-02-24 16:33:33,Debit,ATM,284,1,1052.31,2024-11-04 08:11:09,16,4,619,1,0,1,0.04304728809976888,[]
418.03,2023-09-04 17:46:40,Debit,Online,161,1,10721.29,2024-11-04 08:08:43,17,0,427,1,2,1,0.09823006746370805,[]
118.06,2023-05-24 17:07:57,Credit,Branch,31,1,13560.63,2024-11-04 08:07:10,17,2,530,0,1,1,0.0592905130565875,[]
483.92,2023-10-16 18:57:30,Debit,ATM,115,1,3138.0,2024-11-04 08:06:59,18,0,385,1,0,1,0.09493201359173575,[]
78.93,2023-02-17 16:41:31,Debit,ATM,145,1,9916.24,2024-11-04 08:12:17,16,4,626,1,0,1,0.06461932656338831,[]
36.63,2023-05-04 17:02:55,Debit,ATM,261,1,7941.73,2024-11-04 08:07:35,17,3,550,1,0,1,0.07668399766222223,[]
87.85,2023-12-13 17:25:54,Debit,Branch,63,1,3753.24,2024-11-04 08:07:16,17,2,327,1,1,1,0.12516383837693312,[]
1001.83,2023-07-17 17:46:06,Debit,Online,55,1,9733.83,2024-11-04 08:11:43,17,0,476,1,2,1,0.0600782920668117,[]
705.34,2023-09-12 18:52:56,Debit,Online,124,1,5003.22,2024-11-04 08:12:18,18,1,419,1,2,1,0.06476257828892318,[]
146.55,2023-08-03 18:35:54,Debit,Online,124,5,4087.44,2024-11-04 08:07:38,18,3,459,1,2,-1,-0.02653161967074702,['High login attempts (5)']
116.89,2023-11-20 16:31:15,Debit,Online,226,1,4880.31,2024-11-04 08:06:37,16,0,350,1,2,1,0.1117928004965475,[]
106.41,2023-01-16 16:37:34,Debit,Branch,87,1,1310.38,2024-11-04 08:07:01,16,0,658,1,1,1,0.12559656586655416,[]
1087.9,2023-03-27 18:06:17,Debit,ATM,103,1,2513.51,2024-11-04 08:12:04,18,0,588,1,0,1,0.02392802533760352,[]
584.41,2023-01-02 16:51:47,Debit,ATM,41,1,4475.22,2024-11-04 08:11:29,16,0,672,1,0,1,0.07346349158626109,[]
584.98,2023-06-12 16:25:22,Credit,Branch,121,1,6521.05,2024-11-04 08:07:59,16,0,511,0,1,1,0.08359622096011182,[]
79.21,2023-11-24 17:52:34,Debit,Branch,140,1,1615.04,2024-11-04 08:07:01,17,4,346,1,1,1,0.09823620089191132,[]
173.13,2023-10-05 16:46:31,Credit,Online,288,1,1490.34,2024-11-04 08:07:24,16,3,396,0,2,1,0.026542079574244926,[]
335.7,2023-01-30 17:47:41,Debit,ATM,57,1,6601.44,2024-11-04 08:10:11,17,0,644,1,0,1,0.10597492161760264,[]
1225.5,2023-11-27 16:02:08,Credit,Online,109,1,8611.17,2024-11-04 08:11:41,16,0,343,0,2,-1,-0.0033389030084824967,['Unusually large amount ($1225.50)']
422.81,2023-11-20 16:07:20,Debit,Branch,193,1,1929.28,2024-11-04 08:10:28,16,0,350,1,1,1,0.1248418529074869,[]
135.43,2023-10-06 16:14:51,Debit,ATM,92,1,5315.83,2024-11-04 08:08:57,16,4,395,1,0,1,0.10721922082195173,[]
584.88,2023-12-19 17:19:47,Debit,ATM,121,1,548.45,2024-11-04 08:11:03,17,1,321,1,0,1,0.09627605334502115,[]
308.94,2023-04-03 16:35:29,Debit,Online,167,1,1931.66,2024-11-04 08:07:47,16,0,581,1,2,1,0.1355506898679491,[]
295.93,2023-02-20 17:26:39,Debit,Branch,117,1,1050.63,2024-11-04 08:09:56,17,0,623,1,1,1,0.13283604837336183,[]
1512.99,2023-08-08 17:15:50,Debit,Online,50,1,9963.39,2024-11-04 08:09:45,17,1,454,1,2,1,0.01872177298146127,[]
77.44,2023-06-26 16:28:59,Debit,Branch,268,1,1950.63,2024-11-04 08:10:59,16,0,497,1,1,1,0.11435793851899423,[]
92.5,2023-09-25 16:22:10,Credit,Online,70,1,6295.45,2024-11-04 08:08:25,16,0,406,0,2,1,0.09719423779762726,[]
97.74,2023-09-04 16:46:29,Credit,Online,137,1,4113.63,2024-11-04 08:07:15,16,0,427,0,2,1,0.09849865028290972,[]
291.68,2023-08-07 18:07:57,Debit,ATM,90,1,1451.02,2024-11-04 08:11:59,18,0,455,1,0,1,0.11355979429293972,[]
56.96,2023-06-26 17:38:30,Debit,ATM,135,1,1597.85,2024-11-04 08:07:18,17,0,497,1,0,1,0.1438860662876596,[]
436.8,2023-07-03 16:15:11,Debit,Online,92,1,1256.33,2024-11-04 08:10:00,16,0,490,1,2,1,0.1382533990075548,[]
259.49,2023-06-09 16:31:56,Debit,Online,292,1,7320.61,2024-11-04 08:07:31,16,4,514,1,2,1,0.044266691868614316,[]
726.26,2023-02-13 17:13:49,Debit,Online,147,1,2150.38,2024-11-04 08:06:49,17,0,630,1,2,1,0.08087624408507932,[]
568.68,2023-04-25 18:47:16,Debit,ATM,101,1,2940.04,2024-11-04 08:08:39,18,1,559,1,0,1,0.08808669689390702,[]
77.57,2023-12-13 17:02:21,Debit,Online,225,1,12801.93,2024-11-04 08:07:54,17,2,327,1,2,1,0.04465091648202424,[]
999.28,2023-05-22 17:45:50,Debit,Online,40,1,4272.41,2024-11-04 08:12:15,17,0,532,1,2,1,0.06200380079515233,[]
14.16,2023-01-09 16:49:07,Credit,Branch,290,1,5399.76,2024-11-04 08:10:20,16,0,665,0,1,1,0.016760821386772595,[]
1142.83,2023-07-14 17:44:23,Credit,Branch,48,1,2467.39,2024-11-04 08:11:26,17,4,479,0,1,-1,-0.009105145486277721,['Unusually large amount ($1142.83)']
61.33,2023-09-20 18:18:00,Debit,ATM,129,1,7537.4,2024-11-04 08:06:27,18,2,411,1,0,1,0.09058200414392142,[]
27.64,2023-06-09 17:14:26,Debit,Online,23,1,7498.51,2024-11-04 08:08:22,17,4,514,1,2,1,0.06952792362968063,[]
3.85,2023-04-17 16:27:27,Debit,ATM,32,1,10506.41,2024-11-04 08:08:51,16,0,567,1,0,1,0.1022078203769703,[]
431.22,2023-04-21 16:25:49,Credit,Branch,129,1,6505.98,2024-11-04 08:07:30,16,4,563,0,1,1,0.05897904524643116,[]
178.55,2023-12-15 16:16:30,Debit,Branch,67,1,7568.4,2024-11-04 08:12:21,16,4,325,1,1,1,0.08969261632924413,[]
248.76,2023-05-24 16:12:18,Debit,ATM,56,1,546.46,2024-11-04 08:06:33,16,2,530,1,0,1,0.1365838078837,[]
76.16,2023-11-21 16:45:29,Debit,ATM,99,1,1072.25,2024-11-04 08:12:04,16,1,349,1,0,1,0.12643456516720786,[]
347.25,2023-01-30 18:49:52,Debit,ATM,250,1,7273.55,2024-11-04 08:08:01,18,0,644,1,0,1,0.041055883672561744,[]
28.04,2023-02-15 16:37:09,Debit,ATM,146,5,11197.54,2024-11-04 08:12:17,16,2,628,1,0,-1,-0.04649272726655629,['High login attempts (5)']
325.98,2023-07-20 16:58:39,Debit,ATM,277,1,782.35,2024-11-04 08:08:23,16,3,473,1,0,1,0.0738820513310362,[]
249.56,2023-11-20 16:05:05,Debit,Branch,246,1,4444.95,2024-11-04 08:11:08,16,0,350,1,1,1,0.1179445341128233,[]
17.43,2023-02-23 16:21:38,Debit,ATM,33,1,10658.88,2024-11-04 08:08:36,16,3,620,1,0,1,0.0790789020025584,[]
198.01,2023-04-24 17:46:41,Credit,Branch,40,1,250.93,2024-11-04 08:10:09,17,0,560,0,1,1,0.086730545512052,[]
585.58,2023-09-04 16:13:40,Debit,Branch,55,1,1729.02,2024-11-04 08:09:16,16,0,427,1,1,1,0.1397394268374646,[]
434.67,2023-12-05 18:33:02,Credit,Online,124,1,1298.13,2024-11-04 08:10:09,18,1,335,0,2,1,0.02288460075546761,[]
510.7,2023-06-07 16:35:27,Credit,Online,294,1,5828.48,2024-11-04 08:07:57,16,2,516,0,2,1,0.01770638159919935,[]
331.98,2023-08-28 16:40:01,Debit,ATM,12,1,7600.99,2024-11-04 08:09:26,16,0,434,1,0,1,0.11739617038919853,[]
199.54,2023-10-10 17:24:33,Debit,Online,268,1,9603.73,2024-11-04 08:10:49,17,1,391,1,2,1,0.08620300518436907,[]
212.97,2023-11-14 16:56:34,Debit,Online,178,1,4180.4,2024-11-04 08:10:42,16,1,356,1,2,1,0.11763299804594057,[]
270.56,2023-02-17 16:57:32,Debit,Online,139,1,1268.44,2024-11-04 08:08:05,16,4,626,1,2,1,0.07630026996857953,[]
306.37,2023-06-27 18:26:08,Debit,ATM,120,1,9609.67,2024-11-04 08:07:43,18,1,496,1,0,1,0.0833891717897734,[]
643.02,2023-10-02 17:47:19,Credit,ATM,85,1,11989.39,2024-11-04 08:07:01,17,0,399,0,0,1,0.028753511495602013,[]
98.48,2023-02-16 17:14:41,Debit,Branch,12,1,9538.92,2024-11-04 08:11:29,17,3,627,1,1,1,0.067767122586053,[]
889.01,2023-08-29 17:55:07,Debit,Online,169,1,4826.88,2024-11-04 08:11:23,17,1,433,1,2,1,0.0843211068423298,[]
537.86,2023-09-19 16:44:21,Debit,Online,134,1,293.06,2024-11-04 08:09:27,16,1,412,1,2,1,0.10590081595384204,[]
241.18,2023-05-30 18:29:15,Debit,ATM,162,1,1445.53,2024-11-04 08:06:56,18,1,524,1,0,1,0.10149378735593417,[]
130.54,2023-04-05 17:20:36,Debit,ATM,94,1,11204.62,2024-11-04 08:09:50,17,2,579,1,0,1,0.10395552524564466,[]
800.29,2023-12-04 16:25:27,Credit,Branch,84,1,693.4,2024-11-04 08:11:42,16,0,336,0,1,1,0.04732839672092792,[]
8.81,2023-05-22 16:57:30,Debit,Online,165,1,13523.65,2024-11-04 08:09:40,16,0,532,1,2,1,0.07649537313511567,[]
28.52,2023-06-02 16:54:12,Debit,ATM,163,1,662.51,2024-11-04 08:08:28,16,4,521,1,0,1,0.09101492841633352,[]
431.31,2023-05-01 16:18:16,Credit,Online,99,1,342.73,2024-11-04 08:09:29,16,0,553,0,2,1,0.07701717571614675,[]
885.33,2023-08-22 18:41:50,Credit,ATM,59,1,7764.16,2024-11-04 08:10:03,18,1,440,0,0,-1,-0.01037520698874217,['Unusually large amount ($885.33)']
199.23,2023-09-04 16:04:27,Debit,ATM,54,1,9834.0,2024-11-04 08:07:46,16,0,427,1,0,1,0.12770198909626684,[]
42.26,2023-10-26 16:19:25,Debit,ATM,171,1,268.77,2024-11-04 08:09:35,16,3,375,1,0,1,0.09906428947727047,[]
166.06,2023-07-14 16:06:06,Debit,ATM,172,1,5397.68,2024-11-04 08:07:04,16,4,479,1,0,1,0.10649660212924184,[]
357.72,2023-08-07 17:29:48,Debit,ATM,25,1,7659.5,2024-11-04 08:11:19,17,0,455,1,0,1,0.11137932718052007,[]
588.37,2023-01-05 17:48:29,Debit,Online,284,1,1926.08,2024-11-04 08:07:39,17,3,669,1,2,1,0.023146648203901887,[]
72.82,2023-11-10 16:50:35,Debit,Online,127,1,6911.62,2024-11-04 08:06:49,16,4,360,1,2,1,0.09160233785458344,[]
162.36,2023-11-22 16:10:32,Debit,Online,147,1,7527.04,2024-11-04 08:09:02,16,2,348,1,2,1,0.11964669096840069,[]
584.82,2023-10-17 16:11:26,Credit,Online,109,1,12071.1,2024-11-04 08:09:47,16,1,384,0,2,1,0.04382595256237809,[]
38.15,2023-10-06 16:37:16,Credit,Online,129,1,1425.47,2024-11-04 08:12:23,16,4,395,0,2,1,0.05021597745128037,[]
477.54,2023-08-21 17:20:05,Credit,ATM,52,1,1598.63,2024-11-04 08:06:48,17,0,441,0,0,1,0.060302150907501684,[]
639.57,2023-12-18 16:25:18,Debit,Branch,43,1,11726.47,2024-11-04 08:12:02,16,0,322,1,1,1,0.06641763152755675,[]
58.23,2023-07-26 17:25:23,Debit,Online,34,1,9189.76,2024-11-04 08:09:59,17,2,467,1,2,1,0.10478376813277634,[]
776.21,2023-02-22 17:15:20,Credit,Online,99,1,4895.87,2024-11-04 08:06:38,17,2,621,0,2,1,0.03979844015432621,[]
248.76,2023-03-20 18:51:53,Debit,Branch,117,1,6178.77,2024-11-04 08:09:07,18,0,595,1,1,1,0.12155717039096803,[]
188.61,2024-01-01 17:16:23,Debit,Online,26,1,7167.57,2024-11-04 08:06:23,17,0,308,1,2,1,0.07918710435340448,[]
